Dataset	Date	Time(min)	Distance	Algorithm	Index	Optimizer	SS	DBS	CHS	SSE	CVS	NMI	ARI	CA	Clusters
dataset.txt	2025-02-06 15:13:21.421888	0.8981072862943014	l1	spectral	db_score	default	-0.4617	0.6131	10.0486	35.6777	0.0805	-1.0	-1.0	-1.0	280:2:9:2:3:2:1:2:12:1:1
dataset.txt	2025-02-06 15:14:14.670374	0.8653498371442159	l1	spectral	sse	default	-0.4453	0.5872	8.1458	38.0585	0.0843	-1.0	-1.0	-1.0	293:4:4:2:2:1:2:3:1:1:2
dataset.txt	2025-02-06 15:14:16.528588	0.008747617403666178	l2	kmeans	silhouette	default	0.3757	310.813	0.8155	30.2746	0.0056	-1.0	-1.0	-1.0	16:24:30:5:21:31:26:20:25:30:15:26:7:3:23:13
dataset.txt	2025-02-06 15:14:18.215787	0.005573272705078125	l2	kmeans	ch_score	default	0.3514	289.9327	0.8451	19.7032	0.0186	-1.0	-1.0	-1.0	54:50:36:44:62:48:21
dataset.txt	2025-02-06 15:14:19.996198	0.00755086342493693	l2	kmeans	db_score	default	0.3681	300.8544	0.7612	26.13	0.0127	-1.0	-1.0	-1.0	21:35:49:26:23:33:43:5:33:18:29
dataset.txt	2025-02-06 15:14:22.508154	0.019971585273742674	l2	kmeans	sse	default	0.41	306.9928	0.8857	10.0467	0.0429	-1.0	-1.0	-1.0	171:144
dataset.txt	2025-02-06 15:14:23.890243	0.0007849335670471191	l2	agglomerative	silhouette	default	0.3343	276.5575	0.7383	32.9897	0.0062	-1.0	-1.0	-1.0	18:7:18:14:30:5:41:25:10:26:12:3:2:2:9:9:22:30:18:14
dataset.txt	2025-02-06 15:14:25.241128	0.0007026433944702148	l2	agglomerative	ch_score	default	0.3109	222.43	0.7989	30.0623	0.0091	-1.0	-1.0	-1.0	48:42:18:7:48:5:41:25:14:24:18:3:2:2:9:9
dataset.txt	2025-02-06 15:14:26.659113	0.001533198356628418	l2	agglomerative	db_score	default	0.3324	268.4804	0.7251	34.2625	0.0056	-1.0	-1.0	-1.0	14:25:18:10:30:5:41:12:30:26:12:3:2:2:9:9:22:4:18:14:6:3
dataset.txt	2025-02-06 15:14:29.032594	0.016679298877716065	l2	agglomerative	sse	default	0.3546	182.4285	0.8687	15.0442	0.1608	-1.0	-1.0	-1.0	161:145:9
dataset.txt	2025-02-06 15:14:43.048223	0.11055739323298136	l2	spectral	silhouette	default	-0.5123	0.6208	1.3168	6.984	0.1218	-1.0	-1.0	-1.0	308:1:1:1:1:1:1:1
dataset.txt	2025-02-06 15:14:54.156133	0.16119099060694378	l2	spectral	ch_score	default	-0.6207	0.4463	1.5919	7.0493	0.0635	-1.0	-1.0	-1.0	301:1:1:1:1:1:1:1:1:1:1:1:1:1:1
dataset.txt	2025-02-06 15:15:02.791303	0.12235412995020549	l2	spectral	db_score	default	-0.6562	0.4896	1.4627	7.0629	0.0468	-1.0	-1.0	-1.0	296:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1
dataset.txt	2025-02-06 15:15:10.996598	0.11389941771825154	l2	spectral	sse	default	-0.5146	0.6896	1.2404	6.9735	0.1397	-1.0	-1.0	-1.0	309:1:1:1:1:1:1
dataset.txt	2025-02-06 15:20:03.447274	0.14264222383499145	euclidean	agglomerative	sse	default	0.3546	182.4285	0.8687	15.0442	0.1608	-1.0	-1.0	-1.0	161:145:9
dataset.txt	2025-02-06 15:23:52.939018	0.13035202423731487	cosine	agglomerative	db_score	default	0.6181	167.2877	1.2775	18.9759	0.0394	-1.0	-1.0	-1.0	51:103:47:41:73
dataset.txt	2025-02-06 17:24:46.072723	0.12814764181772867	cosine	agglomerative	db_score	default	0.6181	167.2877	1.2775	18.9759	0.0394	-1.0	-1.0	-1.0	51:103:47:41:73
dataset.txt	2025-02-06 17:50:37.222519	0.12682743072509767	cosine	agglomerative	ch_score	default	0.6982	54.1792	2.7203	63.7635	0.0033	-1.0	-1.0	-1.0	13:13:17:30:14:13:8:10:27:8:7:13:8:11:16:15:7:20:20:7:7:13:9:5:4
dataset.txt	2025-02-06 17:51:55.086668	0.12913579146067303	cosine	agglomerative	db_score	default	0.6181	167.2877	1.2775	18.9759	0.0394	-1.0	-1.0	-1.0	51:103:47:41:73
dataset.txt	2025-02-06 17:53:06.381037	0.015564366181691488	cosine	agglomerative	sse	default	0.5071	125.9244	1.2906	11.1441	0.0429	-1.0	-1.0	-1.0	171:144
dataset.txt	2025-02-06 17:53:19.672527	0.016964503129323325	cosine	agglomerative	sse	default	0.5071	125.9244	1.2906	11.1441	0.0429	-1.0	-1.0	-1.0	171:144
dataset.txt	2025-02-06 17:55:41.762958	0.14174458980560303	cosine	agglomerative	sse	default	0.5071	125.9244	1.2906	11.1441	0.0429	-1.0	-1.0	-1.0	171:144
dataset.txt	2025-02-06 17:58:16.702220	0.1280332088470459	cosine	agglomerative	db_score	default	0.6181	167.2877	1.2775	18.9759	0.0394	-1.0	-1.0	-1.0	51:103:47:41:73
